# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
94.68415153,-38.21441822,-4.04541606,-0.11568636,0.00913189,6.00000000,6.00000000
94.78424049,-38.11496777,-4.05691426,-0.11496601,0.00207639,6.00000000,6.00000000
94.88432944,-38.01551157,-4.06838485,-0.11527071,-0.00889280,6.00000000,6.00000000
94.98441840,-37.91607360,-4.07994302,-0.11674615,-0.02059441,6.00000000,6.00000000
95.08450735,-37.81667783,-4.09170397,-0.11939326,-0.03221648,6.00000000,6.00000000
95.18459631,-37.71734823,-4.10378288,-0.12319518,-0.03846080,6.00000000,6.00000000
95.28468526,-37.61810802,-4.11629132,-0.12709226,-0.02629485,6.00000000,6.00000000
95.38477422,-37.51893778,-4.12913596,-0.12845883,0.00755464,6.00000000,6.00000000
95.48486317,-37.41975343,-4.14191281,-0.12557999,0.05059958,6.00000000,6.00000000
95.58495213,-37.32046550,-4.15419196,-0.11832991,0.09418812,6.00000000,6.00000000
95.68504108,-37.22098453,-4.16554351,-0.10672561,0.13407543,6.00000000,6.00000000
95.78513004,-37.12122104,-4.17553755,-0.09149097,0.13559070,6.00000000,6.00000000
95.88521899,-37.02111406,-4.18388105,-0.07958335,0.05488150,6.00000000,6.00000000
95.98530795,-36.92085976,-4.19151672,-0.08050491,-0.09006893,6.00000000,6.00000000
96.08539690,-36.82079081,-4.20004298,-0.09761316,-0.25279946,6.00000000,6.00000000
96.18548586,-36.72124110,-4.21106426,-0.13110977,-0.41750206,6.00000000,6.00000000
96.28557481,-36.62254454,-4.22618497,-0.18118785,-0.56974120,6.00000000,6.00000000
96.38566377,-36.52503498,-4.24700862,-0.24515938,-0.65866002,6.00000000,6.00000000
96.48575272,-36.42901683,-4.27460406,-0.31303703,-0.65672743,6.00000000,6.00000000
96.58584168,-36.33471583,-4.30861102,-0.37662170,-0.60951921,6.00000000,6.00000000
96.68593063,-36.24234468,-4.34843303,-0.43504932,-0.55996027,6.00000000,6.00000000
96.78601959,-36.15211611,-4.39347362,-0.48871338,-0.51478531,6.00000000,6.00000000
96.88610854,-36.06424284,-4.44313630,-0.53809796,-0.47874263,6.00000000,6.00000000
96.98619750,-35.97893503,-4.49683625,-0.58454708,-0.45899108,6.00000000,6.00000000
97.08628645,-35.89635000,-4.55422878,-0.62997784,-0.45323940,6.00000000,6.00000000
97.18637541,-35.81659540,-4.61519495,-0.67527559,-0.45215493,6.00000000,6.00000000
97.28646436,-35.73977698,-4.67962454,-0.72048927,-0.45141618,6.00000000,6.00000000
97.38655332,-35.66600046,-4.74740735,-0.76563914,-0.45038336,6.00000000,6.00000000
97.48664227,-35.59537159,-4.81843317,-0.81064607,-0.44581203,6.00000000,6.00000000
97.58673123,-35.52798267,-4.89257654,-0.85488086,-0.43462173,6.00000000,6.00000000
97.68682018,-35.46385220,-4.96962798,-0.89764774,-0.41937727,6.00000000,6.00000000
97.78690914,-35.40297335,-5.04934930,-0.93883093,-0.40400601,6.00000000,6.00000000
97.88699809,-35.34533932,-5.13150224,-0.97852081,-0.38959909,6.00000000,6.00000000
97.98708705,-35.29094327,-5.21584857,-1.01682006,-0.37620156,6.00000000,6.00000000
98.08717600,-35.23977822,-5.30215029,-1.05382806,-0.36351916,6.00000000,6.00000000
98.18726496,-35.19181717,-5.39019961,-1.08958857,-0.35103439,6.00000000,6.00000000
98.28735391,-35.14699402,-5.47984779,-1.12409739,-0.33859089,6.00000000,6.00000000
98.38744287,-35.10523812,-5.57095289,-1.15736698,-0.32633538,6.00000000,6.00000000
98.48753182,-35.06647884,-5.66337301,-1.18942252,-0.31439007,6.00000000,6.00000000
98.58762078,-35.03064555,-5.75696624,-1.22030093,-0.30310893,6.00000000,6.00000000
98.68770973,-34.99766783,-5.85159210,-1.25009823,-0.29293411,6.00000000,6.00000000
98.78779869,-34.96747895,-5.94713294,-1.27893987,-0.28369981,6.00000000,6.00000000
98.88788764,-34.94001510,-6.04348917,-1.30688867,-0.27489162,6.00000000,6.00000000
98.98797660,-34.91521254,-6.14056173,-1.33396710,-0.26632111,6.00000000,6.00000000
99.08806555,-34.89300752,-6.23825153,-1.36020027,-0.25778649,6.00000000,6.00000000
99.18815451,-34.87333632,-6.33645951,-1.38557026,-0.24787091,6.00000000,6.00000000
99.28824347,-34.85612459,-6.43509298,-1.40981855,-0.23512566,6.00000000,6.00000000
99.38833242,-34.84124425,-6.53409163,-1.43263722,-0.22044835,6.00000000,6.00000000
99.48842138,-34.82855025,-6.63340542,-1.45394744,-0.20538347,6.00000000,6.00000000
99.58851033,-34.81789751,-6.73298428,-1.47375046,-0.19037667,6.00000000,6.00000000
99.68859929,-34.80914098,-6.83277815,-1.49205665,-0.17814303,6.00000000,6.00000000
99.78868824,-34.80213646,-6.93273700,-1.50941076,-0.17649591,6.00000000,6.00000000
99.88877720,-34.79684643,-7.03281060,-1.52738723,-0.18854251,6.00000000,6.00000000
99.98886615,-34.79344000,-7.13294850,-1.54715280,-0.20710479,6.00000000,6.00000000
100.08895511,-34.79210999,-7.23310020,-1.56884503,-0.22643430,6.00000000,6.00000000
100.18904406,-34.79304922,-7.33321520,-1.59247995,-0.24492179,6.00000000,6.00000000
100.28913302,-34.79645049,-7.43324298,-1.61787297,-0.24569388,6.00000000,6.00000000
100.38922197,-34.80246780,-7.53313651,-1.64166244,-0.20095671,6.00000000,6.00000000
100.48931093,-34.81062347,-7.63290466,-1.65810006,-0.11431181,6.00000000,6.00000000
100.58939988,-34.81992625,-7.73260184,-1.66454514,-0.01414688,6.00000000,6.00000000
100.68948884,-34.82936998,-7.83228376,-1.66093195,0.08639150,6.00000000,6.00000000
100.78957779,-34.83794851,-7.93200613,-1.64725147,0.18292430,6.00000000,6.00000000
100.88966675,-34.84465570,-8.03182466,-1.62431455,0.24944332,6.00000000,6.00000000
100.98975570,-34.84865038,-8.13178189,-1.59731842,0.26096358,6.00000000,6.00000000
101.08984466,-34.84996206,-8.23185075,-1.57207541,0.23630945,6.00000000,6.00000000
101.18993361,-34.84890645,-8.33198127,-1.55001449,0.20460460,6.00000000,6.00000000
101.29002257,-34.84579942,-8.43212351,-1.53111809,0.17312606,6.00000000,6.00000000
101.39011152,-34.84095686,-8.53222751,-1.51535848,0.14465887,6.00000000,6.00000000
101.49020048,-34.83469383,-8.63224339,-1.50216057,0.12738732,6.00000000,6.00000000
101.59028943,-34.82721459,-8.73213323,-1.48985835,0.12462918,6.00000000,6.00000000
101.69037839,-34.81850001,-8.83188319,-1.47721256,0.12871976,6.00000000,6.00000000
101.79046734,-34.80850410,-8.93148232,-1.46409150,0.13345986,6.00000000,6.00000000
101.89055630,-34.79718088,-9.03091969,-1.45049685,0.13811225,6.00000000,6.00000000
101.99064525,-34.78448437,-9.13018434,-1.43644448,0.14146006,6.00000000,6.00000000
102.09073421,-34.77037128,-9.22926524,-1.42217967,0.14147423,6.00000000,6.00000000
102.19082316,-34.75484492,-9.32814944,-1.40812446,0.13840237,6.00000000,6.00000000
102.29091212,-34.73794779,-9.42682241,-1.39447457,0.13434242,6.00000000,6.00000000
102.39100107,-34.71972362,-9.52526959,-1.38123208,0.13029358,6.00000000,6.00000000
102.49109003,-34.70021618,-9.62347640,-1.36839268,0.12637494,6.00000000,6.00000000
102.59117898,-34.67946918,-9.72142827,-1.35593460,0.12314103,6.00000000,6.00000000
102.69126794,-34.65752272,-9.81911123,-1.34374256,0.12112242,6.00000000,6.00000000
102.79135689,-34.63439686,-9.91651466,-1.33168857,0.11990778,6.00000000,6.00000000
102.89144585,-34.61010486,-10.01362909,-1.31973967,0.11886299,6.00000000,6.00000000
102.99153480,-34.58465997,-10.11044504,-1.30789483,0.11782888,6.00000000,6.00000000
103.09162376,-34.55807544,-10.20695303,-1.29615294,0.11678484,6.00000000,6.00000000
103.19171271,-34.53036453,-10.30314358,-1.28451708,0.11566670,6.00000000,6.00000000
103.29180167,-34.50154130,-10.39900749,-1.27299902,0.11444744,6.00000000,6.00000000
103.39189062,-34.47162148,-10.49453612,-1.26160723,0.11318770,6.00000000,6.00000000
103.49197958,-34.44062102,-10.58972090,-1.25034134,0.11193767,6.00000000,6.00000000
103.59206853,-34.40855585,-10.68455326,-1.23919978,0.11070738,6.00000000,6.00000000
103.69215749,-34.37544190,-10.77902465,-1.22818017,0.10956505,6.00000000,6.00000000
103.79224644,-34.34129496,-10.87312650,-1.21726728,0.10862364,6.00000000,6.00000000
103.89233540,-34.30612795,-10.96685057,-1.20643612,0.10786839,6.00000000,6.00000000
103.99242435,-34.26995142,-11.06018886,-1.19567441,0.10718175,6.00000000,6.00000000
104.09251331,-34.23277585,-11.15313340,-1.18498070,0.10650831,6.00000000,6.00000000
104.19260227,-34.19461168,-11.24567619,-1.17435380,0.10585279,6.00000000,6.00000000
104.29269122,-34.15546940,-11.33780926,-1.16379131,0.10525328,6.00000000,6.00000000
104.39278018,-34.11535921,-11.42952462,-1.15328442,0.10474578,6.00000000,6.00000000
104.49286913,-34.07428989,-11.52081435,-1.14282352,0.10430224,6.00000000,6.00000000
104.59295809,-34.03226976,-11.61167053,-1.13240541,0.10387996,6.00000000,6.00000000
104.69304704,-33.98930713,-11.70208526,-1.12202904,0.10346879,6.00000000,6.00000000
104.79313600,-33.94541032,-11.79205061,-1.11169325,0.10310424,6.00000000,6.00000000
104.89322495,-33.90058764,-11.88155869,-1.10138985,0.10289051,6.00000000,6.00000000
104.99331391,-33.85484616,-11.97060088,-1.09109684,0.10286996,6.00000000,6.00000000
105.09340286,-33.80819052,-12.05916725,-1.08079756,0.10294675,6.00000000,6.00000000
105.19349182,-33.76062510,-12.14724773,-1.07048918,0.10304360,6.00000000,6.00000000
105.29358077,-33.71215424,-12.23483223,-1.06017051,0.10314889,6.00000000,6.00000000
105.39366973,-33.66278232,-12.32191065,-1.04984105,0.10320508,6.00000000,6.00000000
105.49375868,-33.61251378,-12.40847302,-1.03951113,0.10311750,6.00000000,6.00000000
105.59384764,-33.56135451,-12.49451120,-1.02919920,0.10289731,6.00000000,6.00000000
105.69393659,-33.50931156,-12.58001849,-1.01891336,0.10263905,6.00000000,6.00000000
105.79402555,-33.45639197,-12.66498824,-1.00865313,0.10238678,6.00000000,6.00000000
105.89411450,-33.40260283,-12.74941379,-0.99841779,0.10223655,6.00000000,6.00000000
105.99420346,-33.34795118,-12.83328848,-0.98818763,0.10274413,6.00000000,6.00000000
106.09429241,-33.29244139,-12.91660286,-0.97785068,0.10441968,6.00000000,6.00000000
106.19438137,-33.23606473,-12.99933392,-0.96728512,0.10685514,6.00000000,6.00000000
106.29447032,-33.17880848,-13.08145456,-0.95646065,0.10945372,6.00000000,6.00000000
106.39455928,-33.12065995,-13.16293766,-0.94537490,0.11206605,6.00000000,6.00000000
106.49464823,-33.06160641,-13.24375611,-0.93402750,0.11389961,6.00000000,6.00000000
106.59473719,-33.00163543,-13.32388306,-0.92257472,0.11280377,6.00000000,6.00000000
106.69482614,-32.94075693,-13.40331401,-0.91144668,0.10804394,6.00000000,6.00000000
106.79491510,-32.87901999,-13.48208359,-0.90094671,0.10162331,6.00000000,6.00000000
106.89500405,-32.81647766,-13.56023040,-0.89110393,0.09505353,6.00000000,6.00000000
106.99509301,-32.75318298,-13.63779303,-0.88191909,0.08887877,6.00000000,6.00000000
107.09518196,-32.68918900,-13.71481006,-0.87331237,0.08855640,6.00000000,6.00000000
107.19527092,-32.62453755,-13.79130852,-0.86419205,0.10222477,6.00000000,6.00000000
107.29535987,-32.55912882,-13.86716934,-0.85284923,0.12800870,6.00000000,6.00000000
107.39544883,-32.49276587,-13.94217330,-0.83856754,0.15749097,6.00000000,6.00000000
107.49553778,-32.42524990,-14.01609921,-0.82132301,0.18712859,6.00000000,6.00000000
107.59562674,-32.35638208,-14.08872590,-0.80110853,0.21511119,6.00000000,6.00000000
107.69571569,-32.28596361,-14.15983220,-0.77826250,0.23302626,6.00000000,6.00000000
107.79580465,-32.21384738,-14.22924082,-0.75446182,0.23428162,6.00000000,6.00000000
107.89589360,-32.14009055,-14.29694783,-0.73136450,0.22567506,6.00000000,6.00000000
107.99598256,-32.06480064,-14.36299206,-0.70928666,0.21556805,6.00000000,6.00000000
108.09607151,-31.98808521,-14.42741236,-0.68821254,0.20565203,6.00000000,6.00000000
108.19616047,-31.91005178,-14.49024754,-0.66811967,0.19699598,6.00000000,6.00000000
108.29624942,-31.83080716,-14.55153590,-0.64877829,0.19202354,6.00000000,6.00000000
108.39633838,-31.75042392,-14.61128991,-0.62968079,0.19116146,6.00000000,6.00000000
108.49642733,-31.66892693,-14.66948604,-0.61051199,0.19200360,6.00000000,6.00000000
108.59651629,-31.58633748,-14.72609811,-0.59124591,0.19299755,6.00000000,6.00000000
108.69660524,-31.50267689,-14.78109993,-0.57187814,0.19398287,6.00000000,6.00000000
108.79669420,-31.41796648,-14.83446531,-0.55241483,0.19445760,6.00000000,6.00000000
108.89678316,-31.33222889,-14.88616965,-0.53295203,0.19379913,6.00000000,6.00000000
108.99687211,-31.24549859,-14.93620228,-0.51362052,0.19228785,6.00000000,6.00000000
109.09696107,-31.15781612,-14.98455969,-0.49446025,0.19061173,6.00000000,6.00000000
109.19705002,-31.06922206,-15.03123843,-0.47546427,0.18900863,6.00000000,6.00000000
109.29713898,-30.97975700,-15.07623508,-0.45662489,0.18756216,6.00000000,6.00000000
109.39722793,-30.88946153,-15.11954618,-0.43791846,0.18656422,6.00000000,6.00000000
109.49731689,-30.79837463,-15.16116559,-0.41927886,0.18618278,6.00000000,6.00000000
109.59740584,-30.70653088,-15.20107981,-0.40064878,0.18616137,6.00000000,6.00000000
109.69749480,-30.61396416,-15.23927415,-0.38201346,0.18625208,6.00000000,6.00000000
109.79758375,-30.52070831,-15.27573390,-0.36336523,0.18640322,6.00000000,6.00000000
109.89767271,-30.42679720,-15.31044434,-0.34469966,0.18625863,6.00000000,6.00000000
109.99776166,-30.33226459,-15.34339150,-0.32608037,0.18515684,6.00000000,6.00000000
110.09785062,-30.23714214,-15.37457643,-0.30763535,0.18308632,6.00000000,6.00000000
110.19793957,-30.14145954,-15.40401449,-0.28943053,0.18067810,6.00000000,6.00000000
110.29802853,-30.04524638,-15.43172159,-0.27146758,0.17826900,6.00000000,6.00000000
110.39811748,-29.94853224,-15.45771364,-0.25374502,0.17619507,6.00000000,6.00000000
110.49820644,-29.85134674,-15.48200654,-0.23619722,0.17644852,6.00000000,6.00000000
110.59829539,-29.75372162,-15.50460259,-0.21842392,0.18097507,6.00000000,6.00000000
110.69838435,-29.65569981,-15.52543334,-0.19997001,0.18842545,6.00000000,6.00000000
110.79847330,-29.55732785,-15.54440745,-0.18070531,0.19664109,6.00000000,6.00000000
110.89856226,-29.45865230,-15.56143358,-0.16060681,0.20503513,6.00000000,6.00000000
110.99865121,-29.35971969,-15.57642039,-0.13966181,0.21009535,6.00000000,6.00000000
111.09874017,-29.26057625,-15.58927852,-0.11855036,0.20256940,6.00000000,6.00000000
111.19882912,-29.16124521,-15.60006046,-0.09911189,0.17943616,6.00000000,6.00000000
111.29891808,-29.06171175,-15.60905314,-0.08263120,0.14921751,6.00000000,6.00000000
111.39900703,-28.96195751,-15.61656543,-0.06924184,0.11828196,6.00000000,6.00000000
111.49909599,-28.86196412,-15.62290618,-0.05895377,0.08947765,6.00000000,6.00000000
111.59918494,-28.76171323,-15.62838428,-0.05133039,0.08687168,6.00000000,6.00000000
111.69927390,-28.66120105,-15.63322049,-0.04156398,0.14288346,6.00000000,6.00000000
111.79936285,-28.56057057,-15.63674938,-0.02272828,0.24700674,6.00000000,6.00000000
111.89945181,-28.46004964,-15.63779310,0.00788131,0.36596838,6.00000000,6.00000000
111.99954076,-28.35986715,-15.63516755,0.05053051,0.48721465,6.00000000,6.00000000
112.09962972,-28.26025197,-15.62768862,0.10541092,0.59905625,6.00000000,6.00000000
112.19971867,-28.16143299,-15.61417260,0.17044834,0.65936628,6.00000000,6.00000000
112.29980763,-28.06363234,-15.59384676,0.23740149,0.64331595,6.00000000,6.00000000
112.39989658,-27.96705248,-15.56713945,0.29922598,0.58794007,6.00000000,6.00000000
112.49998554,-27.87189230,-15.53469719,0.35509410,0.53021853,6.00000000,6.00000000
112.60007449,-27.77835066,-15.49716652,0.40536402,0.47649252,6.00000000,6.00000000
112.70016345,-27.68662646,-15.45519397,0.45047738,0.43121011,6.00000000,6.00000000
112.80025240,-27.59691442,-15.40941598,0.49168276,0.40132102,6.00000000,6.00000000
112.90034136,-27.50931245,-15.36023316,0.53081298,0.38482631,6.00000000,6.00000000
113.00043031,-27.42382074,-15.30780832,0.56871648,0.37260950,6.00000000,6.00000000
113.10051927,-27.34043521,-15.25229372,0.60540117,0.36036720,6.00000000,6.00000000
113.20060822,-27.25915175,-15.19384166,0.64085404,0.34788957,6.00000000,6.00000000
113.30069718,-27.17996628,-15.13260442,0.67504098,0.33411381,6.00000000,6.00000000
113.40078613,-27.10286921,-15.06873871,0.70773624,0.31791464,6.00000000,6.00000000
113.50087509,-27.02781893,-15.00242714,0.73868047,0.30017226,6.00000000,6.00000000
113.60096405,-26.95476221,-14.93386170,0.76782410,0.28234727,6.00000000,6.00000000
113.70105300,-26.88364581,-14.86323442,0.79520015,0.26489010,6.00000000,6.00000000
113.80114196,-26.81441647,-14.79073730,0.82084924,0.24828587,6.00000000,6.00000000
113.90123091,-26.74702092,-14.71656213,0.84490150,0.23375833,6.00000000,6.00000000
114.00131987,-26.68140219,-14.64087077,0.86764250,0.22162803,6.00000000,6.00000000
114.10140882,-26.61749590,-14.56376524,0.88926654,0.21056664,6.00000000,6.00000000
114.20149778,-26.55523682,-14.48534044,0.90979329,0.19961896,6.00000000,6.00000000
114.30158673,-26.49455968,-14.40569130,0.92922584,0.18874078,6.00000000,6.00000000
114.40167569,-26.43539926,-14.32491270,0.94757502,0.17833763,6.00000000,6.00000000
114.50176464,-26.37769065,-14.24309843,0.96492510,0.16901695,6.00000000,6.00000000
114.60185360,-26.32137445,-14.16032508,0.98140848,0.16065398,6.00000000,6.00000000
114.70194255,-26.26639555,-14.07665581,0.99708447,0.15260857,6.00000000,6.00000000
114.80203151,-26.21269892,-13.99215343,1.01195735,0.14460419,6.00000000,6.00000000
114.90212046,-26.16022956,-13.90688078,1.02603104,0.13672708,6.00000000,6.00000000
115.00220942,-26.10893246,-13.82090066,1.03932709,0.12945673,6.00000000,6.00000000
115.10229837,-26.05875431,-13.73427221,1.05194542,0.12320328,6.00000000,6.00000000
115.20238733,-26.00964990,-13.64703706,1.06398966,0.11758579,6.00000000,6.00000000
115.30247628,-25.96157642,-13.55923170,1.07548349,0.11209097,6.00000000,6.00000000
115.40256524,-25.91449105,-13.47089262,1.08642780,0.10660874,6.00000000,6.00000000
115.50265419,-25.86835096,-13.38205631,1.09682421,0.10127829,6.00000000,6.00000000
115.60274315,-25.82311339,-13.29275919,1.10670147,0.09646497,6.00000000,6.00000000
115.70283210,-25.77873928,-13.20303314,1.11613437,0.09228439,6.00000000,6.00000000
115.80292106,-25.73519602,-13.11290208,1.12517477,0.08838844,6.00000000,6.00000000
115.90301001,-25.69245171,-13.02238911,1.13382778,0.08452087,6.00000000,6.00000000
116.00309897,-25.65047439,-12.93151734,1.14209398,0.08067151,6.00000000,6.00000000
116.10318792,-25.60923215,-12.84030989,1.14997643,0.07700606,6.00000000,6.00000000
116.20327688,-25.56869340,-12.74878950,1.15750889,0.07377338,6.00000000,6.00000000
116.30336583,-25.52883118,-12.65697426,1.16474423,0.07091671,6.00000000,6.00000000
116.40345479,-25.48962185,-12.56487888,1.17170485,0.06817527,6.00000000,6.00000000
116.50354374,-25.45104181,-12.47251805,1.17839142,0.06543865,6.00000000,6.00000000
116.60363270,-25.41306748,-12.37990642,1.18480422,0.06273410,6.00000000,6.00000000
116.70372165,-25.37567528,-12.28705865,1.19094940,0.06021695,6.00000000,6.00000000
116.80381061,-25.33884256,-12.19398866,1.19685833,0.05801829,6.00000000,6.00000000
116.90389956,-25.30255081,-12.10070705,1.20256338,0.05601642,6.00000000,6.00000000
117.00398852,-25.26678265,-12.00722350,1.20807158,0.05405030,6.00000000,6.00000000
117.10407747,-25.23152069,-11.91354770,1.21338306,0.05208634,6.00000000,6.00000000
117.20416643,-25.19674755,-11.81968934,1.21849811,0.05017228,6.00000000,6.00000000
117.30425538,-25.16244587,-11.72565811,1.22342644,0.04843209,6.00000000,6.00000000
117.40434434,-25.12859989,-11.63146255,1.22819315,0.04690294,6.00000000,6.00000000
117.50443329,-25.09519649,-11.53710941,1.23281537,0.04546707,6.00000000,6.00000000
117.60452225,-25.06222281,-11.44260523,1.23729465,0.04403928,6.00000000,6.00000000
117.70461120,-25.02966598,-11.34795656,1.24163106,0.04261664,6.00000000,6.00000000
117.80470016,-24.99751315,-11.25316996,1.24582556,0.04125751,6.00000000,6.00000000
117.90478911,-24.96575160,-11.15825189,1.24988990,0.04004852,6.00000000,6.00000000
118.00487807,-24.93437051,-11.06320767,1.25384239,0.03896896,6.00000000,6.00000000
118.10496702,-24.90336038,-10.96804186,1.25769063,0.03792835,6.00000000,6.00000000
118.20505598,-24.87271174,-10.87275899,1.26143481,0.03688896,6.00000000,6.00000000
118.30514494,-24.84241510,-10.77736360,1.26507498,0.03586006,6.00000000,6.00000000
118.40523389,-24.81246098,-10.68186021,1.26861320,0.03489398,6.00000000,6.00000000
118.50532285,-24.78284026,-10.58625316,1.27205999,0.03403433,6.00000000,6.00000000
118.60541180,-24.75354533,-10.49054593,1.27542612,0.03323997,6.00000000,6.00000000
118.70550076,-24.72456897,-10.39474178,1.27871389,0.03245720,6.00000000,6.00000000
118.80558971,-24.69590398,-10.29884396,1.28192334,0.03167512,6.00000000,6.00000000
118.90567867,-24.66754315,-10.20285572,1.28505455,0.03091923,6.00000000,6.00000000
119.00576762,-24.63947928,-10.10678030,1.28811268,0.03025542,6.00000000,6.00000000
119.10585658,-24.61170612,-10.01062058,1.29111102,0.02970314,6.00000000,6.00000000
119.20594553,-24.58421894,-9.91437879,1.29405859,0.02919988,6.00000000,6.00000000
119.30603449,-24.55701317,-9.81805711,1.29695619,0.02870067,6.00000000,6.00000000
119.40612344,-24.53008421,-9.72165772,1.29980384,0.02820025,6.00000000,6.00000000
119.50621240,-24.50342749,-9.62518281,1.30260126,0.02767858,6.00000000,6.00000000
119.60630135,-24.47703836,-9.52863454,1.30534447,0.02710585,6.00000000,6.00000000
119.70639031,-24.45091142,-9.43201511,1.30802725,0.02648912,6.00000000,6.00000000
119.80647926,-24.42504073,-9.33532673,1.31064701,0.02585933,6.00000000,6.00000000
119.90656822,-24.39942035,-9.23857158,1.31320372,0.02522942,6.00000000,6.00000000
120.00665717,-24.37404432,-9.14175185,1.31569738,0.02464658,6.00000000,6.00000000
120.10674613,-24.34890670,-9.04486976,1.31813742,0.02435768,6.00000000,6.00000000
120.20683508,-24.32400338,-8.94792705,1.32057325,0.02456889,6.00000000,6.00000000
120.30692404,-24.29933802,-8.85092356,1.32305557,0.02508665,6.00000000,6.00000000
120.40701299,-24.27491635,-8.75385865,1.32559504,0.02565787,6.00000000,6.00000000
120.50710195,-24.25074410,-8.65673164,1.32819171,0.02622439,6.00000000,6.00000000
120.60719090,-24.22682702,-8.55954190,1.33084459,0.02643284,6.00000000,6.00000000
120.70727986,-24.20317064,-8.46228880,1.33348298,0.02536739,6.00000000,6.00000000
120.80736881,-24.17976688,-8.36497481,1.33592258,0.02275584,6.00000000,6.00000000
120.90745777,-24.15658529,-8.26760744,1.33803819,0.01946562,6.00000000,6.00000000
121.00754672,-24.13359336,-8.17019469,1.33981917,0.01612225,6.00000000,6.00000000
121.10763568,-24.11075854,-8.07274454,1.34126551,0.01294673,6.00000000,6.00000000
121.20772463,-24.08804832,-7.97526497,1.34241082,0.01222734,6.00000000,6.00000000
121.30781359,-24.06543671,-7.87776248,1.34371315,0.01737040,6.00000000,6.00000000
121.40790254,-24.04298058,-7.78022457,1.34588799,0.02756970,6.00000000,6.00000000
121.50799150,-24.02079355,-7.68262577,1.34923200,0.03927922,6.00000000,6.00000000
121.60808045,-23.99899035,-7.58494032,1.35375082,0.05101554,6.00000000,6.00000000
121.70816941,-23.97768573,-7.48714248,1.35944418,0.06058596,6.00000000,6.00000000
121.80825836,-23.95699441,-7.38920652,1.36587879,0.05652950,6.00000000,6.00000000
121.90834732,-23.93694668,-7.29112599,1.37076014,0.02921710,6.00000000,6.00000000
122.00843627,-23.91720944,-7.19297758,1.37172741,-0.01238888,6.00000000,6.00000000
122.10852523,-23.89735187,-7.09486030,1.36828016,-0.05650713,6.00000000,6.00000000
122.20861418,-23.87694314,-6.99687316,1.36041593,-0.10058066,6.00000000,6.00000000
122.30870314,-23.85555243,-6.89911519,1.34814613,-0.13923123,6.00000000,6.00000000
122.40879209,-23.83275176,-6.80168482,1.33254491,-0.15840702,6.00000000,6.00000000
122.50888105,-23.80832092,-6.70463815,1.31643655,-0.15384514,6.00000000,6.00000000
122.60897000,-23.78238524,-6.60796085,1.30174851,-0.13884174,6.00000000,6.00000000
122.70905896,-23.75510268,-6.51163194,1.28864350,-0.12305205,6.00000000,6.00000000
122.80914791,-23.72663122,-6.41563044,1.27711621,-0.10750319,6.00000000,6.00000000
122.90923687,-23.69712883,-6.31993535,1.26712374,-0.09474227,6.00000000,6.00000000
123.00932583,-23.66674611,-6.22452697,1.25815090,-0.08856160,6.00000000,6.00000000
123.10941478,-23.63553942,-6.12940167,1.24939566,-0.08805323,6.00000000,6.00000000
123.20950374,-23.60349995,-6.03456695,1.24052459,-0.08924168,6.00000000,6.00000000
123.30959269,-23.57061760,-5.94003056,1.23153145,-0.09045954,6.00000000,6.00000000
123.40968165,-23.53688228,-5.84580022,1.22241659,-0.09152707,6.00000000,6.00000000
123.50977060,-23.50228389,-5.75188367,1.21320975,-0.09167070,6.00000000,6.00000000
123.60985956,-23.46681806,-5.65828724,1.20406614,-0.09024536,6.00000000,6.00000000
123.70994851,-23.43050504,-5.56501126,1.19514462,-0.08786256,6.00000000,6.00000000
123.81003747,-23.39337167,-5.47205445,1.18647799,-0.08532091,6.00000000,6.00000000
123.91012642,-23.35544481,-5.37941553,1.17806526,-0.08279157,6.00000000,6.00000000
124.01021538,-23.31675129,-5.28709322,1.16990495,-0.08040633,6.00000000,6.00000000
124.11030433,-23.27731788,-5.19508624,1.16196969,-0.07850142,6.00000000,6.00000000
124.21039329,-23.23716593,-5.10339382,1.15419070,-0.07717119,6.00000000,6.00000000
124.31048224,-23.19630795,-5.01201600,1.14652172,-0.07609246,6.00000000,6.00000000
124.41057120,-23.15475564,-4.92095288,1.13895867,-0.07503541,6.00000000,6.00000000
124.51066015,-23.11252070,-4.83020460,1.13150129,-0.07398622,6.00000000,6.00000000
124.61074911,-23.06961484,-4.73977125,1.12414826,-0.07301203,6.00000000,6.00000000
124.71083806,-23.02604958,-4.64965307,1.11688589,-0.07221089,6.00000000,6.00000000
124.81092702,-22.98183431,-4.55985151,1.10969324,-0.07155835,6.00000000,6.00000000
124.91101597,-22.93697700,-4.47036889,1.10256149,-0.07095292,6.00000000,6.00000000
125.01110493,-22.89148560,-4.38120752,1.09549003,-0.07035309,6.00000000,6.00000000
125.11119388,-22.84536805,-4.29236973,1.08847836,-0.06970887,6.00000000,6.00000000
125.21128284,-22.79863229,-4.20385784,1.08153585,-0.06877174,6.00000000,6.00000000
125.31137179,-22.75128774,-4.11567272,1.07471177,-0.06734023,6.00000000,6.00000000
125.41146075,-22.70334973,-4.02780943,1.06805583,-0.06561004,6.00000000,6.00000000
125.51154970,-22.65483508,-3.94026158,1.06157809,-0.06382933,6.00000000,6.00000000
125.61163866,-22.60576060,-3.85302276,1.05527861,-0.06205871,6.00000000,6.00000000
125.71172761,-22.55614311,-3.76608658,1.04915531,-0.06087542,6.00000000,6.00000000
